         1464358 function calls (1453385 primitive calls) in 16.138 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 common.py:468(get_index)
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 pydevd_base_schema.py:112(from_json)
       67    0.000    0.000    0.000    0.000 std.py:167(colour)
       77    0.000    0.000    0.000    0.000 common.py:152(cast_scalar_indexer)
       73    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
        4    0.000    0.000    0.000    0.000 utils.py:200(peek_at)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1540(find_distributions)
        2    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.000    0.000 base.py:6324(_maybe_downcast_for_indexing)
       30    0.000    0.000    0.000    0.000 utils.py:110(drop_missing_dims)
        1    0.000    0.000    0.000    0.000 api.py:135(_get_default_engine)
       27    0.000    0.000    0.000    0.000 managers.py:2004(internal_values)
       11    0.000    0.000    0.000    0.000 file_manager.py:331(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:389(__getattr__)
       14    0.000    0.000    0.000    0.000 dataset.py:5719(_assert_all_in_dataset)
       35    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
       11    0.000    0.000    0.000    0.000 uuid.py:280(__str__)
        5    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 _build_tlz.py:8(TlzLoader)
        1    0.000    0.000    0.000    0.000 groupby.py:420(ResolvedUniqueGrouper)
        5    0.000    0.000    0.000    0.000 blocks.py:274(make_block)
      110    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 os.py:779(getenv)
       47    0.000    0.000    0.000    0.000 warnings.py:455(__init__)
    20/18    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       44    0.000    0.000    0.000    0.000 datetimelike.py:2063(_maybe_pin_freq)
        1    0.000    0.000    0.000    0.000 times.py:404(infer_calendar_name)
       11    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       33    0.000    0.000    0.000    0.000 alignment.py:464(assert_unindexed_dim_sizes_equal)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
       10    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
       12    0.000    0.000    0.000    0.000 dtypes.py:938(index_class)
       11    0.000    0.000    0.000    0.000 computation.py:87(all_input_core_dims)
        1    0.000    0.000    0.000    0.000 locks.py:108(_get_lock_maker)
       27    0.000    0.000    0.000    0.000 inspect.py:1460(formatannotation)
       59    0.000    0.000    0.000    0.000 blocks.py:718(dtype)
        2    0.000    0.000    0.000    0.000 config.py:154(merge)
        6    0.000    0.000    0.000    0.000 sorting.py:157(_int64_cut_off)
        2    0.000    0.000    0.000    0.000 __init__.py:864(distributions)
        1    0.000    0.000    0.000    0.000 datetimes.py:525(_unbox_scalar)
      424    0.000    0.000    0.000    0.000 inspect.py:3075(parameters)
       30    0.000    0.000    0.000    0.000 base.py:791(is_)
       19    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 groupby.py:466(ResolvedBinGrouper)
        1    0.000    0.000    0.000    0.000 pydevd_schema.py:921(__init__)
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:493(__getitem__)
       67    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 _task_spec.py:420(Alias)
       11    0.000    0.000    0.000    0.000 base.py:456(_engine_type)
        1    0.000    0.000    0.000    0.000 base_parser.py:1123(_make_date_converter)
        1    0.000    0.000    0.000    0.000 utils.py:1291(SerializableLock)
      189    0.000    0.000    0.000    0.000 indexing.py:1472(dtype)
       12    0.000    0.000    0.000    0.000 conventions.py:111(ensure_dtype_not_object)
        1    0.000    0.000    0.000    0.000 base_parser.py:601(_set_noconvert_dtype_columns)
       35    0.000    0.000    0.000    0.000 utils.py:314(is_valid_numpy_dtype)
        2    0.000    0.000    0.000    0.000 times.py:400(_time_units_to_timedelta64)
        4    0.000    0.000    0.000    0.000 config.py:566(get)
        3    0.000    0.000    0.000    0.000 missing.py:673(na_value_for_dtype)
      124    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       22    0.000    0.000    0.000    0.000 _collections_abc.py:827(values)
        7    0.000    0.000    0.000    0.000 inspect.py:3083(replace)
       12    0.000    0.000    0.000    0.000 netCDF4_.py:216(_force_native_endianness)
      169    0.000    0.000    0.000    0.000 times.py:967(__init__)
        6    0.000    0.000    0.000    0.000 computation.py:95(all_output_core_dims)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      277    0.000    0.000    0.000    0.000 coordinates.py:701(_names)
       11    0.000    0.000    0.000    0.000 lru_cache.py:60(_enforce_size_limit)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
       10    0.000    0.000    0.000    0.000 managers.py:948(from_blocks)
       15    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 constructor.py:270(construct_yaml_float)
        6    0.000    0.000    0.000    0.000 construction.py:196(mgr_to_mgr)
        5    0.000    0.000    0.000    0.000 _mixins.py:278(__getitem__)
      103    0.000    0.000    0.000    0.000 glob.py:229(_ishidden)
        1    0.000    0.000    0.000    0.000 datetimelike.py:652(_validate_listlike)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        1    0.000    0.000    0.000    0.000 connection.py:347(Connection)
      136    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      231    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 base.py:7723(_unpack_nested_dtype)
      150    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_hex}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
       12    0.000    0.000    0.000    0.000 core.py:6485(isMaskedArray)
       36    0.000    0.000    0.000    0.000 __init__.py:42(warn_copy_on_write)
        1    0.000    0.000    0.000    0.000 common.py:188(all_none)
        1    0.000    0.000    0.000    0.000 common.py:550(infer_compression)
       19    0.000    0.000    0.000    0.000 _parser.py:224(__init__)
       50    0.000    0.000    0.000    0.000 shape_base.py:263(_apply_along_axis_dispatcher)
       35    0.000    0.000    0.000    0.000 core.py:431(__len__)
        1    0.000    0.000    0.000    0.000 queues.py:296(JoinableQueue)
        5    0.000    0.000    0.000    0.000 range.py:483(_view)
        5    0.000    0.000    0.000    0.000 blocks.py:2811(ensure_block_shape)
       74    0.000    0.000    0.000    0.000 stride_tricks.py:20(__init__)
        5    0.000    0.000    0.000    0.000 core.py:674(<genexpr>)
       50    0.000    0.000    0.000    0.000 {method '__setstate__' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        2    0.000    0.000    0.000    0.000 base.py:5676(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 dataarray.py:4630(_result_name)
      100    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      182    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
       28    0.000    0.000    0.000    0.000 indexing.py:241(_normalize_slice)
       20    0.000    0.000    0.000    0.000 coordinates.py:861(variables)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 constructor.py:124(construct_sequence)
        4    0.000    0.000    0.000    0.000 typing.py:324(_remove_dups_flatten)
      122    0.000    0.000    0.000    0.000 inspect.py:741(getmro)
        6    0.000    0.000    0.000    0.000 times.py:378(_unit_timedelta_numpy)
        1    0.000    0.000    0.000    0.000 conventions.py:408(stackable)
       37    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      244    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.000    0.000 _task_spec.py:754(DictOfTasks)
       16    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 indexing.py:2765(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 utils.py:709(Dispatch)
        1    0.000    0.000    0.000    0.000 pydevd_constants.py:621(_get_or_compute_thread_id_with_lock)
       67    0.000    0.000    0.000    0.000 utils.py:108(__init__)
      124    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:28(TokenizationError)
       20    0.000    0.000    0.000    0.000 common.py:1252(set_close)
       53    0.000    0.000    0.000    0.000 dataset.py:744(encoding)
        5    0.000    0.000    0.000    0.000 utils.py:156(__init__)
       92    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
        1    0.000    0.000    0.000    0.000 utils.py:120(decorator)
       11    0.000    0.000    0.000    0.000 file_manager.py:303(__init__)
       76    0.000    0.000    0.000    0.000 constructor.py:117(construct_scalar)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 _task_spec.py:381(GraphNode)
       49    0.000    0.000    0.000    0.000 common.py:686(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:3996(_check_indexing_method)
        1    0.000    0.000    0.000    0.000 base.py:5134(array)
        1    0.000    0.000    0.000    0.000 typing.py:725(Literal)
        5    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
      151    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:401(discover)
        1    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
       40    0.000    0.000    0.000    0.000 utils.py:545(__iter__)
        1    0.000    0.000    0.000    0.000 missing.py:305(_isna_string_dtype)
        6    0.000    0.000    0.000    0.000 contextlib.py:347(__exit__)
        1    0.000    0.000    0.000    0.000 common.py:1233(dedup_names)
        1    0.000    0.000    0.000    0.000 context.py:18(globalmethod)
       65    0.000    0.000    0.000    0.000 common.py:1270(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
        1    0.000    0.000    0.000    0.000 functoolz.py:740(excepts)
        1    0.000    0.000    0.000    0.000 connection.py:638(PipeListener)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
       16    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
       45    0.000    0.000    0.000    0.000 datetimelike.py:2043(freq)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:584(_transpose_dispatcher)
       10    0.000    0.000    0.000    0.000 type_check.py:120(real)
      172    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x000001D9FDD1B880}
       13    0.000    0.000    0.000    0.000 delayed.py:520(right)
       10    0.000    0.000    0.000    0.000 dataarray.py:683(dtype)
        5    0.000    0.000    0.000    0.000 datetimelike.py:390(_get_getitem_freq)
       19    0.000    0.000    0.000    0.000 datetimelike.py:2148(_creso)
       59    0.000    0.000    0.000    0.000 generic.py:363(attrs)
        1    0.000    0.000    0.000    0.000 pool.py:745(ApplyResult)
        1    0.000    0.000    0.000    0.000 readers.py:1674(_check_file_or_buffer)
       42    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
      258    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        5    0.000    0.000    0.000    0.000 _collections_abc.py:288(__subclasshook__)
       37    0.000    0.000    0.000    0.000 __init__.py:55(using_pyarrow_string_dtype)
       64    0.000    0.000    0.000    0.000 managers.py:1837(__init__)
        1    0.000    0.000    0.000    0.000 scanner.py:371(fetch_stream_end)
       14    0.000    0.000    0.000    0.000 _parser.py:365(_escape)
        1    0.000    0.000    0.000    0.000 astype.py:249(astype_is_view)
       37    0.000    0.000    0.000    0.000 __init__.py:1005(__missing__)
       13    0.000    0.000    0.000    0.000 computation.py:1256(<genexpr>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1162(__hash__)
       14    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
      157    0.000    0.000    0.000    0.000 common.py:128(_decode_variable_name)
       19    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        5    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 _task_spec.py:478(DataNode)
       18    0.000    0.000    0.000    0.000 indexes.py:1761(<genexpr>)
      106    0.000    0.000    0.000    0.000 os.py:748(check_str)
       15    0.000    0.000    0.000    0.000 dataset.py:733(attrs)
       37    0.000    0.000    0.000    0.000 utils.py:2225(is_namedtuple_instance)
        1    0.000    0.000    0.000    0.000 typing.py:36(SchedulerGetCallable)
       12    0.000    0.000    0.000    0.000 typing.py:2424(overload)
       26    0.000    0.000    0.000    0.000 function_base.py:1320(_diff_dispatcher)
